정비구역명칭,위도,경도,속성,지번주소
태릉현대아파트 주택재건축정비구역,,,재건축,서울특별시 노원구 공릉로 34길 74
월계2(인덕마을) 주택재건축정비구역,,,재건축,서울특별시 노원구 월계2동 633-31
월계동 재건축정비구역,37.6158461033,127.0624554736,재건축,서울특별시 노원구 월계동 487-17
상계8단지재건축정비사업 조합설립추진위원회,,,재건축,서울특별시 노원구 상계10동 677
월계3 주택재건축정비구역,,,재건축,서울특별시 노원구 월계1동 531
월계동 동신아파트 주택재건축정비구역,37.6161515398,127.0607263947,재건축,서울특별시 노원구 월계동 436
공릉동 240-169번지 일대 주택재건축정비구역,,,재건축,서울특별시 노원구 공릉2동 240-169
상계주공5단지 재건축정비사업,,,재건축,서울특별시 노원구 상계동 721-0
,,,재건축,서울특별시 노원구 월계동 100
상계4재정비촉진구역 재개발사업,37.6644080074,127.0749692754,재개발(주택정비형),서울특별시 노원구 상계동 85-33
상계1재정비촉진구역,37.6748237183,127.0823658130,재개발(주택정비형),서울특별시 노원구 상계동 6-42
상계5재정비촉진구역,37.6680904757,127.0783263796,재개발(주택정비형),서울특별시 노원구 상계동 109-43
상계6재정비촉진구역,37.6650742151,127.0775817425,재개발(주택정비형),서울특별시 노원구 상계동 95-3
월계제4 주택재개발정비구역,,,재개발(주택정비형),서울특별시 노원구 월계동 672
상계2재정비촉진구역 주택재개발 정비사업,,,재개발(주택정비형),서울특별시 노원구 상계동 자력2구역 17블럭 1롯트
은평구 신사동 19-190번지 일대 주택재건축 정비구역,,,재건축,서울특별시 은평구 신사동 19-190
역촌1구역 주택재건축정비사업조합,,,재건축,서울특별시 은평구 역촌동189
응암3구역 주택재건축 정비사업,37.5914133588,126.9216611911,재건축,서울특별시 은평구 응암동   626-108
응암동 225-1 주택재건축정비구역,,,재건축,서울특별시 은평구 응암동 225-1
신사1구역 주택재건축정비사업조합,37.5911762283,126.9073159914,재건축,서울특별시 은평구 신사동 170-12
연희빌라주택재건축정비사업,37.6169524997,126.9063289427,재건축,서울특별시 은평구 구산동   307-1
불광1주택재건축정비사업,37.6203909871,126.9325265257,재건축,서울특별시 은평구 불광동 19-3
불광제3구역주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 은평구 불광동 17 
응암제1구역 주택재개발정비사업구역,,,재개발(주택정비형),서울특별시 은평구 응암동 8
불광5주택재개발정비구역,,,재개발(주택정비형),서울특별시 은평구 불광동 238
응암제3주택재개발구역,,,재개발(주택정비형),서울특별시 은평구 응암동 171-0
불광제7구역주택재개발정비구역,,,재개발(주택정비형),서울특별시 은평구 불광동 292
대조제1구역 주택재개발정비사업조합,37.6120533990,126.9233402549,재개발(주택정비형),서울특별시 은평구 대조동 88
녹번제1구역제2지구 주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 은평구 녹번동 19
녹번제1구역3지구 주택재개발정비사업,,,재개발(주택정비형),서울특별시 은평구 녹번동 4
갈현 제1주택재개발 정비사업,,,재개발(주택정비형),서울특별시 은평구 갈현동 300 
응암제11구역주택재개발정비구역,,,재개발(주택정비형),서울특별시 은평구 응암동 455-0
수색4재정비촉진구역,37.5841183384,126.8936177239,재개발(주택정비형),서울특별시 은평구 수색동   361-10
수색9재정비촉진구역주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 은평구 수색동 30 
수색6재정비촉진구역주택재개발정비사업조합,37.5836504510,126.8952860466,재개발(주택정비형),서울특별시 은평구 수색동 115-5
수색 8구역 주택재개발 정비사업조합,37.5836604233,126.8990803539,재개발(주택정비형),서울특별시 은평구 수색동 16-2
수색13재정비촉진구역(주택재개발사업),37.5856449994,126.8928989736,재개발(주택정비형),서울특별시 은평구 수색동 341-6
응암제10주택재개발구역,,,재개발(주택정비형),서울특별시 은평구 응암동 419-0
불광제4주택재개발구역,,,재개발(주택정비형),서울특별시 은평구 불광동 550
응암 제9주택재개발구역,,,재개발(주택정비형),서울특별시 은평구 응암동 663
녹번제1구역제1지구,,,재개발(주택정비형),서울특별시 은평구 녹번동 53
응암제2구역 주택재개발정비사업,,,재개발(주택정비형),서울특별시 은평구 응암동 363753
증산2재정비촉진구역 주택재개발정비사업조합,37.5810063389,126.9027192080,재개발(주택정비형),서울특별시 은평구 증산동   213-20
증산5 재정비 촉진구역 주택 재개발 정비 사업,,,재개발(주택정비형),서울특별시 은평구 증산동 195
수색7재정비촉진구역 주택재개발정비사업조합,37.5847473702,126.8983326690,재개발(주택정비형),서울특별시 은평구 수색동 189
,37.6184694407,126.9251870851,재개발(주택정비형),서울특별시 은평구 불광동 329-13
수색1재정비촉진구역 도시환경정비사업조합,,,재개발(도시정비형),서울특별시 은평구 수색동 311-9
수색11재정비촉진구역,37.5804339676,126.8994928026,재개발(도시정비형),서울특별시 은평구 수색동   32-13
갈현동 이화연립일원 가로주택정비사업,37.6210156693,126.9127754016,가로주택정비,서울특별시 은평구 갈현동 259-7
홍은5주택재건축정비구역,37.5810526995,126.9343574734,재건축,서울특별시 서대문구 홍은동 277-45
홍은제1주택재건축정비사업,,,재건축,서울특별시 서대문구 홍은동 104-4
홍제3구역주택재건축정비사업,37.5846833266,126.9501672730,재건축,서울특별시 서대문구 홍제동 104-41
홍은제6주택재건축정비사업구역,,,재건축,서울특별시 서대문구 홍은동 13-25
북가좌제6구역 주택재건축정비구업,,,재건축,서울특별시 서대문구 북가좌1동 372-1 
연희 제1주택재건축 정비구역,,,재건축,서울특별시 서대문구 연희동 711
남가좌동제1구역주택재건축정비사업조합,37.5780547612,126.9210191623,재건축,서울특별시 서대문구 남가좌동 369-10
홍은동제2주택재건축정비사업조합,37.5859211454,126.9238580480,재건축,서울특별시 서대문구 홍은동   338-5
홍제동 제1주택재건축정비사업,37.5812735937,126.9505825762,재건축,서울특별시 서대문구 홍제동   57-5
홍제2구역 주택재개발정비사업조합,37.5846197691,126.9444326228,재개발(주택정비형),서울특별시 서대문구 홍제동 156
연희제1구역 주택재개발정비사업,,,재개발(주택정비형),서울특별시 서대문구 연희동 533
홍은제13구역 주택재개발정비사업조합,37.6009729482,126.9471736084,재개발(주택정비형),서울특별시 서대문구 홍은동 11-111
가재울7재정비촉진구역 주택재개발정비사업조합설립추진위원회,,,재개발(주택정비형),서울특별시 서대문구 북가좌2동 73-1
홍은제14구역 주택재개발정비사업조합,37.5990017774,126.9446542956,재개발(주택정비형),서울특별시 서대문구 홍은동 19-19
가재울뉴타운5구역주택재개발정비사업조합,37.5757183902,126.9182355663,재개발(주택정비형),서울특별시 서대문구 남가좌동 175
홍은제12주택재개발정비구역,,,재개발(주택정비형),서울특별시 서대문구 홍은동 450
영천 주택재개발 정비사업,37.5712122471,126.9602575925,재개발(주택정비형),서울특별시 서대문구 영천동 69-20
홍제제3주택재개발정비사업,,,재개발(주택정비형),서울특별시 서대문구 홍제동 270
가재울뉴타운6구역주택재개발사업,,,재개발(주택정비형),서울특별시 서대문구 남가좌동352-1
북아현1-1재정비촉진구역 주택재개발사업,37.5620585326,126.9510205821,재개발(주택정비형),서울특별시 서대문구 북아현동 1-954
북아현 1-2 재정비촉진구역 주택재개발 정비사업,,,재개발(주택정비형),서울특별시 서대문구 북아현동 174
북아현1-3재정비촉진구역주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 서대문구 북아현동 149
북아현3 재정비촉진구역 주택재개발 정비사업조합,37.5634217992,126.9579513906,재개발(주택정비형),서울특별시 서대문구 북아현동 3-66
북아현2재정비촉진구역,37.5595784828,126.9594248853,재개발(주택정비형),서울특별시 서대문구 북아현동 520
가재울뉴타운4구역주택재개발정비사업,,,재개발(주택정비형),서울특별시 서대문구 남가좌동 124
가재울뉴타운3구역주택재개발정비구역,,,재개발(주택정비형),서울특별시 서대문구 북가좌동 144
홍제3구역도시환경정비사업 조합설립추진위원회,37.5883009829,126.9442997929,재개발(도시정비형),서울특별시 서대문구 홍제동 306-2
홍제제2구역 도시환경정비사업 조합설립추진위원회,37.5907638117,126.9416198040,재개발(도시정비형),서울특별시 서대문구 홍제동 294-50
미포로5구역제2지구도시환경정비사업,37.5615489476,126.9641077647,재개발(도시정비형),서울특별시 서대문구 충정로3가 250-70
가재울8재정비촉진구역 재개발정비사업,37.5708846523,126.9149321118,재개발(도시정비형),서울특별시 서대문구 남가좌동 289-54
홍은동355번지 일대 가로주택정비사업,,,가로주택정비,서울특별시 서대문구 홍은동 355-0
홍은동277-200번지 일대 가로주택정비사업,37.5795963604,126.9336003589,가로주택정비,서울특별시 서대문구 홍은동 277-200
홍은동322-1일원 가로주택정비사업,37.5855453247,126.9267070645,가로주택정비,서울특별시 서대문구 홍은동 322-1
망원1 주택재건축정비사업,,,재건축,서울특별시 마포구 망원동 458-16
창전1구역 주택재건축 정비구역,,,재건축,서울특별시 마포구 창전동 27-19
신수1구역 주택재건축정비사업,37.5523053265,126.9339954318,재건축,서울특별시 마포구 신수동 93-102
공덕1구역 주택재건축,37.5503038770,126.9578635888,재건축,서울특별시 마포구 공덕동 105-84
서강주택재건축정비사업,,,재건축,서울특별시 마포구 하중동 18-2
아현2구역주택재건축정비사업조합,,,재건축,서울특별시 마포구 아현동 662
신수 2구역 주택재건축 추진위원회,37.5454389460,126.9365315906,재건축,서울특별시 마포구 신수동 255-7
상명삼락주택재건축정비사업,37.5625645558,126.9037434788,재건축,서울특별시 마포구 망원동   472-1
망원동438주택재건축정비사업조합,37.5589972238,126.8991892306,재건축,서울특별시 마포구 망원동 438-46
대흥2구역주택재개발정비사업,,,재개발(주택정비형),서울특별시 마포구 대흥동 12
공덕 제6주택재개발정비구역,,,재개발(주택정비형),서울특별시 마포구 공덕동 119
아현 제3구역 주택재개발정비사업,,,재개발(주택정비형),서울특별시 마포구 아현동 635
염리제2주택재개발구역,37.5502693348,126.9466392863,재개발(주택정비형),서울특별시 마포구 염리동 45
아현1-3구역 주택재개발정비사업,,,재개발(주택정비형),서울특별시 마포구 아현동 85-17
염리5구역 주택재개발정비사업 조합설립추진위원회,,,재개발(주택정비형),서울특별시 마포구 염리동 105  
염리제3 주택재개발정비사업,,,재개발(주택정비형),서울특별시 마포구 염리동 507
아현제4구역주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 마포구 아현동 380
,37.5541741838,126.9417132059,재개발(주택정비형),서울특별시 마포구 노고산동 12-204
마포로1구역 제10지구 도시정비형 재개발사업 ,37.5425568426,126.9473721365,재개발(주택정비형),서울특별시 마포구 도화동 536
마포로3구역 제3지구 도시환경정비구역,37.5527103997,126.9557740357,재개발(도시정비형),서울특별시 마포구 아현동 613-10
마포로6 도시환경정비구역,,,재개발(도시정비형),서울특별시 마포구 공덕동 385 
목제1주택재건축정비사업,,,재건축,서울특별시 양천구 목동 632-1
봉상연립재건축정비사업추진위원회,,,재건축,서울특별시 양천구 신월5동 8-1
양천구 신월4동 주택재건축정비구역,,,재건축,서울특별시 양천구 신월동 432-6
삼미/장미연립주택 재건축정비사업,,,재건축,서울특별시 양천구 신월4동 410-12
신월2구역 주택재건축정비사업 조합설립추진위원회,,,재건축,서울특별시 양천구 신월2동 487-4
목원연립주택재건축,,,재건축,서울특별시 양천구 목4동 803-2
신월4구역 주택재건축 정비사업,37.5231794017,126.8439736254,재건축,서울특별시 양천구 신월동 489-3
신정4재정비촉진구역 주택재건축정비사업,37.5207999267,126.8497970670,재건축,서울특별시 양천구 신정동 1200-1
수정아파트 재건축정비사업,37.5131514595,126.8417650049,재건축,서울특별시 양천구 신정동 733-31
신월신정뉴타운제1구역1지구 주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 양천구 신월6동 551 
신정2재정비촉진구역1지구 주택재개발정비사업조합,37.5204176021,126.8513405684,재개발(주택정비형),서울특별시 양천구 신정동   1175-28
신정2-2지구 재정비촉진구역,37.5164634170,126.8528672969,재개발(주택정비형),서울특별시 양천구 신정동   1150-41
신정제4구역주택재개발정비사업,,,재개발(주택정비형),서울특별시 양천구 신정동 1033-1 
신월1구역,,,재개발(주택정비형),서울특별시 양천구 신월동 159-192
신정재정비촉진지구 제1구역 3지구 주택재개발 정비사업,,,재개발(주택정비형),서울특별시 양천구 신월동 606-0
신정1재정비촉진구역 1-2지구 재정비촉진사업,,,재개발(주택정비형),서울특별시 양천구 신월2동 603-3
신월.신정뉴타운제1구역4지구주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 양천구 신월2동 612-13
,37.5159204045,126.8520393692,재개발(주택정비형),서울특별시 양천구 신정동 1152-1
신정3재정비촉진3-1구역,,,재개발(도시정비형),서울특별시 양천구 신정3동 1190-1
신정3재정비촉진지구2구역 도시환경정비사업,37.5187057472,126.8528913022,재개발(도시정비형),서울특별시 양천구 신정동 1182-1
신안빌라 주택재건축정비사업,37.5711859313,126.8229616240,재건축,서울특별시 강서구 마곡동 327-53
동아연립주택재건축정비사업조합,,,재건축,서울특별시 강서구 염창동 244-18
,37.5425759172,126.8332659794,재건축,서울특별시 강서구 화곡동 1040-24
웅지오성염창주택재건축정비사업조합,,,재건축,서울특별시 강서구 염창동 242-4
태원연립 주택 재건축 정비사업 신축공사,37.5538616797,126.8598550030,재건축,서울특별시 강서구 등촌동 651
덕수연립주택재건축정비사업조합,37.5478977839,126.8768127246,재건축,서울특별시 강서구 염창동 283
긴등마을 주택재건축 아파트 신축공사,,,재건축,서울특별시 강서구 공항동 4-8
등마루아파트재건축정비사업조합,37.5498395999,126.8678811651,재건축,서울특별시 강서구 염창동 275-5
염창1주택재건축정비사업조합,,,재건축,서울특별시 강서구 염창동 277-24 
,,,재건축,서울특별시 강서구 화곡동 812-26
,37.5477905694,126.8329719135,재건축,서울특별시 강서구 내발산동 714-4
무궁화연립주택재건축,,,재건축,서울특별시 강서구 방화동 191-3
등촌1주택재건축정비구역,37.5491382737,126.8596894617,재건축,서울특별시 강서구 등촌동 366-24
세림연립재건축정비사업,,,재건축,서울특별시 강서구 등촌1동 656-35
방화6재정비촉진구역,,,재건축,서울특별시 강서구 방화동 609-0
원일빌라주택재건축정비사업조합,37.5726046643,126.8157953617,재건축,서울특별시 강서구 방화동 278-7
방화3재정비촉진구역,37.5660047772,126.8081495000,재건축,서울특별시 강서구 방화동 615-103
경남1차주택재건축정비사업,37.5495684043,126.8339203375,재건축,서울특별시 강서구 내발산동 716-20
화곡1 주택재건축정비사업,37.5451201606,126.8389821284,재건축,서울특별시 강서구 화곡동 1027-50
방화5재정비촉진구역 주택재건축 정비사업,37.5642695280,126.8133625684,재건축,서울특별시 강서구 공항동 18
방화동286의1번지 한미아파트 가로주택정비사업,37.5739277603,126.8151528558,가로주택정비,서울특별시 강서구 방화동 286-1
고척동 산업인아파트 주택재건축정비사업,37.5049748037,126.8667788562,재건축,서울특별시 구로구 고척동 57-9
오류동 현대연립 주택재건축 정비사업,37.4894548274,126.8413472184,재건축,서울특별시 구로구 오류동 156-15
구로동 440번지일대(보광아파트) 주택재건축정비구역,,,재건축,서울특별시 구로구 구로동 440-0
개봉동 장미연립 주택재건축정비사업,,,재건축,서울특별시 구로구 개봉동 335-16
대흥.성원.동진빌라주택재건축정비사업,37.4894032871,126.8240998845,재건축,서울특별시 구로구 온수동 45-32
길훈아파트 주택재건축정비사업,37.4836293041,126.8511317311,재건축,서울특별시 구로구 개봉동 312-38
개봉제5 주택재건축 정비사업 조합,,,재건축,서울특별시 구로구 개봉1동 68
개봉3재건축정비사업,37.5010983306,126.8547116760,재건축,서울특별시 구로구 개봉동 454-14
고척제4구역주택재개발조합,,,재개발(주택정비형),서울특별시 구로구 고척동 148
,37.4868041143,126.8846730828,재개발(주택정비형),서울특별시 구로구 구로동 715-24
구로동 칠성아파트 가로주택정비사업,37.4889448144,126.8773340750,가로주택정비,서울특별시 구로구 구로동 685-280
궁동 한양빌라 가로주택정비사업,,,가로주택정비,서울특별시 구로구 궁동 240-0
시흥동 현대아파트 재건축정비사업,37.4535039261,126.9138165891,재건축,서울특별시 금천구 시흥동 220-2
,,,재건축,서울특별시 금천구 가산동 333-222
클린업 임시 홈페이지(사무실 테스트용),,,재건축,서울특별시 금천구 가산동 333-444
시흥동 무지개아파트 일대 재건축 정비사업,37.4566169360,126.8983014595,재건축,서울특별시 금천구 시흥동 109-1
금천구테스트구역재건축2,,,재건축,서울특별시 금천구 가산동 1-1
시흥동 금강연립아파트 재건축사업,,,재건축,서울특별시 금천구 시흥동 791-394042
독산4.5구역 단독주택재건축정비구역,37.4752100995,126.8961165214,재건축,서울특별시 금천구 독산동 147-1
가산1구역 주택재건축정비사업조합설립추진위원회,,,재건축,서울특별시 금천구 가산동 146 
우창연립,37.4777280998,126.8777066159,재건축,서울특별시 금천구 가산동 547-44
삼승아파트 주택재건축,,,재건축,서울특별시 금천구 독산동 966-1
시흥동 남서울 럭키아파트 재건축 예정구역,37.4506553147,126.8989553001,재건축,서울특별시 금천구 시흥동 1002-2
교육용홈페이지1112,,,재개발(주택정비형),서울특별시 금천구 가산동 1222-0
,,,재개발(도시정비형),서울특별시 금천구 가산동 1-3
,,,가로주택정비,서울특별시 금천구 가산동 1
시흥동 817번지 일대 가로주택정비사업,,,가로주택정비,서울특별시 금천구 시흥동 817-0
신길우성2?우창아파트 재건축사업,,,재건축,서울특별시 영등포구 여의대방로5길 6(신길동)
남성아파트,37.5129649425,126.8919558651,재건축,서울특별시 영등포구 문래동2가 35
,37.5242632638,126.9330953380,재건축,서울특별시 영등포구 여의도동 30-2
문래국화아파트 주택재건축정비사업,37.5167344972,126.8928753705,재건축,서울특별시 영등포구 문래동3가 76-1
유원제일2차아파트 주택재건축정비사업,,,재건축,서울특별시 영등포구 선유동2로 56
신길삼성아파트 주택재건축정비사업,,,재건축,서울특별시 영등포구 신길동 4759-0
,37.5231724011,126.9311803213,재건축,서울특별시 영등포구 여의도동 32
대교아파트 주택재건축정비사업,37.5227325488,126.9337308775,재건축,서울특별시 영등포구 여의도동 41
여의도동 28번지 광장아파트 주택재건축정비사업,,,재건축,서울특별시 영등포구 여의도동 28-0
79. 진주아파트 주택재건축정비사업,37.5168775449,126.8849849402,재건축,서울특별시 영등포구 문래동5가 22
,37.5329119286,126.8990483072,재건축,서울특별시 영등포구 당산동5가 7-2
,37.5168775449,126.8849849402,재건축,서울특별시 영등포구 문래동5가 22
양평동 신동아아파트 주택재건축 정비사업,37.5225223856,126.8856956282,재건축,서울특별시 영등포구 양평동1가 20
미성아파트 주택재건축정비사업,37.5210144173,126.9239916344,재건축,서울특별시 영등포구 여의도동 37
유원제일1차아파트 주택재건축정비사업조합,,,재건축,서울특별시 영등포구 국회대로 29길 13
신길13재정비촉진구역,,,재건축,서울특별시 영등포구 신길5동 340-1
목화아파트 주택재건축정비사업조합설립추진위원회,37.5261629794,126.9328532421,재건축,서울특별시 영등포구 여의도동 30
시범아파트,37.5213527337,126.9373260913,재건축,서울특별시 영등포구 여의도동 50
신길10 재정비촉진구역,,,재건축,서울특별시 영등포구 신길동 3590-0
대림3주택재건축정비사업조합,,,재건축,서울특별시 영등포구 대림동 917-49
상아?현대아파트 주택재건축정비사업,37.5304785328,126.9029503521,재건축,서울특별시 영등포구 당산동5가   4-13
여의도시범아파트주택재건축정비사업(신탁방식-한국자산신탁),,,재건축,서울특별시 영등포구 여의도동 50-0
신길역세권 공공임대주택 건립관련 재개발사업,37.5161551362,126.9155166353,재개발(주택정비형),서울특별시 영등포구 신길동 39-3
신길9재정비촉진구역 주택재개발정비사업조합,37.5033347725,126.9110139711,재개발(주택정비형),서울특별시 영등포구 신길동   240-16
신길7재정비촉진구역,,,재개발(주택정비형),서울특별시 영등포구 신길동 1993
영등포구 도림 제16 주택재개발정비구역,,,재개발(주택정비형),서울특별시 영등포구 도림동 162-94
신길제2구역,,,재개발(주택정비형),서울특별시 영등포구 신길동 190-0
신길11재정비촉진구역주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 영등포구 신길동329-94
신길12재정비촉진구역 주택재개발정비사업조합,37.5037202920,126.9082776277,재개발(주택정비형),서울특별시 영등포구 신길동 337-246
신길14재정비촉진구역 주택재개발정비사업 ,,,재개발(주택정비형),서울특별시 영등포구 신길동 347-50
신길3재정비촉진구역주택재개발정비사업,37.5079268228,126.9167196529,재개발(주택정비형),서울특별시 영등포구 신길동   145-40
신길8 재정비촉진구역 주택재개발정비사업,37.5023630577,126.9134658530,재개발(주택정비형),서울특별시 영등포구 신길동   3163
신길5재정비촉진구역,37.5037397100,126.9175043650,재개발(주택정비형),서울특별시 영등포구 신길동 1583-1
,37.5162800177,126.9055291939,재개발(도시정비형),서울특별시 영등포구 영등포동4가 431-6
양평제13구역 도시환경정비사업,37.5246539854,126.8852404346,재개발(도시정비형),서울특별시 영등포구 양평동2가 33-20
영등포 대선제분 일대 재개발1구역 제1지구 재개발사업,37.5179270891,126.9011706568,재개발(도시정비형),서울특별시 영등포구 문래동3가 16-32
영등포1-9 재정비촉진구역,37.5219524405,126.9060675200,재개발(도시정비형),서울특별시 영등포구 영등포동5가 81-1
영등포1-18 재정비촉진구역,37.5198588808,126.9072201178,재개발(도시정비형),서울특별시 영등포구 영등포동5가 6
문래동1?2가 도시환경정비구역,37.5114933860,126.8942044027,재개발(도시정비형),서울특별시 영등포구 문래동1가 70-1
문래동2?3가 도시환경정비사업,37.5134993088,126.8945267623,재개발(도시정비형),서울특별시 영등포구 문래동2가 14-84
문래동4가 도시환경정비구역,37.5150517371,126.8903699636,재개발(도시정비형),서울특별시 영등포구 문래동4가 23-6
영등포1-5 재정비촉진구역,37.5223812209,126.9054944651,재개발(도시정비형),서울특별시 영등포구 영등포동5가 46-4
영등포1-6 재정비촉진구역,37.5221866170,126.9059617957,재개발(도시정비형),서울특별시 영등포구 영등포동5가 64
영등포1-7 재정비촉진구역,37.5222008019,126.9068069205,재개발(도시정비형),서울특별시 영등포구 영등포동5가 49-1
영등포1-12 재정비촉진구역,37.5203574821,126.9061763050,재개발(도시정비형),서울특별시 영등포구 영등포동5가 22-3
영등포1-15 재정비촉진구역,37.5206803571,126.9086483818,재개발(도시정비형),서울특별시 영등포구 영등포동2가 34-4
영등포1-16 재정비촉진구역,37.5202456597,126.9077677059,재개발(도시정비형),서울특별시 영등포구 영등포동5가 34-46
영등포1-17 재정비촉진구역,37.5202102777,126.9083817653,재개발(도시정비형),서울특별시 영등포구 영등포동2가 34-75
영등포1-19 재정비촉진구역,37.5196013836,126.9082702955,재개발(도시정비형),서울특별시 영등포구 영등포동2가 333
영등포1-20 재정비촉진구역,37.5209725089,126.9094109152,재개발(도시정비형),서울특별시 영등포구 영등포동2가 256
영등포1-23 재정비촉진구역,37.5198988504,126.9103245229,재개발(도시정비형),서울특별시 영등포구 영등포동2가 213
영등포1-24 재정비촉진구역,37.5193130960,126.9103081429,재개발(도시정비형),서울특별시 영등포구 영등포동2가 170
영등포1-25 재정비촉진구역,37.5189236500,126.9110993049,재개발(도시정비형),서울특별시 영등포구 영등포동2가 159
,,,재개발(도시정비형),서울특별시 영등포구 영등포동4가 423
영등포1-11 도시환경정비구역,37.5211238649,126.9057112080,재개발(도시정비형),서울특별시 영등포구 영등포동5가 30
영등포1-1 재정비촉진구역,37.5248804898,126.9069430730,재개발(도시정비형),서울특별시 영등포구 영등포동7가 105-7
영등포1-8 재정비촉진구역,37.5219738494,126.9055717893,재개발(도시정비형),서울특별시 영등포구 영등포동5가 38-3
영등포1-10 재정비촉진구역,37.5216518683,126.9068667662,재개발(도시정비형),서울특별시 영등포구 영등포동5가 100
영등포1-14 재정비촉진구역,37.5207760131,126.9077974826,재개발(도시정비형),서울특별시 영등포구 영등포동5가 34-16
영등포1-21 재정비촉진구역,37.5208248493,126.9102564470,재개발(도시정비형),서울특별시 영등포구 영등포동2가 229
영등포1-22 재정비촉진구역,37.5194459168,126.9090291745,재개발(도시정비형),서울특별시 영등포구 영등포동2가 328-11
양평제14구역 도시환경정비사업 ,,,재개발(도시정비형),서울특별시 영등포구 선유서로 25길 5(양평동2가31-2)
,,,재개발(도시정비형),서울특별시 영등포구 당산동3가 410
,,,재개발(도시정비형),서울특별시 영등포구 양평동1가 9-6
양평제12구영도시환경정비사업조합,37.5248255240,126.8867211178,재개발(도시정비형),서울특별시 영등포구 양평동1가 265-1
영등포1의2재정비촉진구역 도시환경정비사업,37.5246602732,126.9055661409,재개발(도시정비형),서울특별시 영등포구 영등포동7가 76-5
