정비구역명칭,위도,경도,속성,지번주소
영등포1의13구역 도시환경정비사업,37.5215745833,126.9081592827,재개발(도시정비형),서울특별시 영등포구 영등포동5가 32-8
영등포1-4구역 도시환경정비사업,,,재개발(도시정비형),서울특별시 영등포구 영등포동7가 145-8
,37.5224174427,126.8939302664,재개발(도시정비형),서울특별시 영등포구 당산동2가 30-2
동작1주택재건축 정비구역,37.4970012061,126.9813339474,재건축,서울특별시 동작구 동작동 102
사당5주택재건축정비사업,37.4787344935,126.9708969475,재건축,서울특별시 동작구 사당동 303
사당1주택재건축정비사업조합,,,재건축,서울특별시 동작구 사당동 167-19
상도대림아파트 주택재건축정비사업,,,재건축,서울특별시 동작구 상도동 36-1
사당2주택재건축정비사업조합,37.4923356236,126.9624477931,재건축,서울특별시 동작구 사당동 181
사당3주택재건축정비사업구역,37.4920579477,126.9803827246,재건축,서울특별시 동작구 사당동 42
흑석11 재정비촉진구역 주택재개발정비사업,37.5055450411,126.9691467792,재개발(주택정비형),서울특별시 동작구 흑석동   304
흑석8재정비촉진구역 주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 동작구 흑석동 232
노량진7재정비촉진구역,37.5065666099,126.9336597801,재개발(주택정비형),서울특별시 동작구 대방동 13-31
흑석9재정비촉진구역,,,재개발(주택정비형),서울특별시 동작구 흑석동 90
노량진8 재정비촉진구역 주택재개발정비사업조합,37.5114441626,126.9321692392,재개발(주택정비형),서울특별시 동작구 대방동 23-61
노량진6재정비촉진구역,37.5088977323,126.9350337286,재개발(주택정비형),서울특별시 동작구 노량진동 294-220
노량진5 재정비촉진구역 주택재개발정비사업조합,37.5119384569,126.9347341856,재개발(주택정비형),서울특별시 동작구 노량진동 270-3
노량진2재정비촉진구역,37.5074764694,126.9392322471,재개발(주택정비형),서울특별시 동작구 노량진동 312-75
노량진 제3재정비촉진구역,37.5104178250,126.9405224302,재개발(주택정비형),서울특별시 동작구 노량진동 232-19
노량진1재정비촉진구역,37.5118539546,126.9362406247,재개발(주택정비형),서울특별시 동작구 노량진동 278-4
노량진제1주택재개발구역,,,재개발(주택정비형),서울특별시 동작구 노량진동 122-37
흑석1재정비촉진구역,37.5070438472,126.9651195746,재개발(주택정비형),서울특별시 동작구 흑석동   43-7
흑석3재정비 촉진구역,37.5003084465,126.9608270955,재개발(주택정비형),서울특별시 동작구 흑석동   253-89
흑석7재정비촉진구역 주택재개발정비사업조합,,,재개발(주택정비형),158
노량진촉진4구역,37.5077088291,126.9417166666,재개발(주택정비형),서울특별시 동작구 노량진동 227-5
,37.5076017313,126.9621417543,재개발(도시정비형),서울특별시 동작구 흑석동   99-3
신대방역세권 도시정비형 재개발정비사업,37.4895950410,126.9117147088,재개발(도시정비형),서울특별시 동작구 신대방동 600-14
흑석2재정비촉진구역 재개발정비사업 주민대표회의,37.5076017313,126.9621417543,재개발(도시정비형),서울특별시 동작구 흑석동   99-3
사당동 192-1번지일대 신남성연립 가로주택정비사업조합,37.4893324769,126.9641933427,가로주택정비,서울특별시 동작구 사당동 192-1
뉴서울아파트 개나리열망연립 재건축정비사업,,,재건축,서울특별시 관악구 신림동 739-0
미성동 건영아파트 주택재건축정비사업,37.4769808189,126.9121789432,재건축,서울특별시 관악구 신림동 746-43
강남아파트주택재건축정비구역,37.4843410648,126.9039513368,재건축,서울특별시 관악구 신림동 1644
봉천6-1구역 주택재건축정비사업,,,재건축,서울특별시 관악구 봉천6동 63-39
신림동 미성아파트 주택재건축 정비구역,37.4830542191,126.9029277195,재건축,서울특별시 관악구 신림동 1656
,,,재건축,서울특별시 관악구 봉천동 1598-10
,37.4728848474,126.9747245594,재건축,서울특별시 관악구 남현동 1079-13
봉천1-1구역주택재건축정비사업,,,재건축,서울특별시 관악구 봉천동(보라매동) 728-57
신림1재정비촉진구역 주택재개발정비사업,37.4715236558,126.9329083670,재개발(주택정비형),서울특별시 관악구 신림동 808-495
봉천 제14구역 주택재개발정비사업조합설립추진위원회,,,재개발(주택정비형),서울특별시 관악구 봉천3동 1
관악구 봉천동 4-1-3구역 주택재개발 정비사업,37.4897192762,126.9479320458,재개발(주택정비형),서울특별시 관악구 봉천동   480
봉천제12-2구역 주택재개발구역,,,재개발(주택정비형),서울특별시 관악구 봉천동 1553-1
봉천제13구역 주택재개발정비사업,,,재개발(주택정비형),서울특별시 관악구 봉천동 913
봉천 제4-1-2구역 주택재개발정비사업조합,,,재개발(주택정비형),서울특별시 관악구 봉천5-9동 산101
신림3재정비촉진구역,37.4609195339,126.9333297264,재개발(주택정비형),서울특별시 관악구 신림동 316-55
신림2재정비촉진구역 주택재개발정비사업조합 ,37.4656731428,126.9300409503,재개발(주택정비형),서울특별시 관악구 신림동   324-25
봉천 제12-1구역 주택재개발 정비사업조합,,,재개발(주택정비형),서울특별시 관악구 청룡동(봉천8동) 1544-1
방배신동아아파트 재건축정비사업,37.4814657917,127.0005372691,재건축,서울특별시 서초구 방배동 988-1
,37.5007422151,127.0007295483,재건축,서울특별시 서초구 반포동 65-1
강남원효성빌라 주택재건축정비사업,37.4955388407,126.9960929860,재건축,서울특별시 서초구 반포동 591-1
신반포22차(아)주택재건축정비사업,37.5121132554,127.0066549292,재건축,서울특별시 서초구 잠원동 65-33
삼호가든5차아파트 주택재건축정비사업조합,37.5039797873,127.0114476521,재건축,서울특별시 서초구 반포동 30-1
신반포27차아파트 주택재건축정비사업,37.5157991359,127.0097734552,재건축,서울특별시 서초구 잠원동 56-2
신반포16차아파트주택재건축정비사업,37.5177902865,127.0105555758,재건축,서울특별시 서초구 잠원동 55-10
서초중앙하이츠1구역 주택재건축정비사업,37.4797449019,127.0035618135,재건축,서울특별시 서초구 방배동 1000-4
서초중앙하이츠2구역 주택재건축정비사업,37.4797449019,127.0035618135,재건축,서울특별시 서초구 방배동 1000-3
신반포13차아파트 주택재건축정비사업,,,재건축,서울특별시 서초구 잠원동 52-2
신반포4지구 재건축정비사업조합,37.5130353825,127.0127548818,재건축,서울특별시 서초구 잠원동 60-3
방배13구역 주택재건축정비사업,,,재건축,서울특별시 서초구 효령로 14다길 6
신반포21차아파트 주택재건축정비사업,37.5088071957,127.0131486652,재건축,서울특별시 서초구 잠원동 59-10
신반포14차 주택재건축정비사업 조합설립 추진위원회,,,재건축,서울특별시 서초구 잠원동 74
신반포궁전아파트 주택재건축정비사업 조합설립추진위원회,37.5007422151,127.0007295483,재건축,서울특별시 서초구 반포동 65-1
신반포7차아파트주택재건축정비사업,37.5127288106,127.0068451198,재건축,서울특별시 서초구 잠원동 65-32
,37.4965330393,126.9874408473,재건축,서울특별시 서초구 방배동 758-4
방배경남아파트 주택재건축,,,재건축,서울특별시 서초구 방배동 
한신18차아파트 주태재건축정비사업구역(한신24차아파트포함),,,재건축,서울특별시 서초구 잠원동 52
방배 14구역주택재건축 정비구역,37.4812933743,126.9912240593,재건축,서울특별시 서초구 방배동 975-35
신반포18차 337동 주택재건축정비사업,37.5200441281,127.0133980299,재건축,서울특별시 서초구 잠원동 49-17
신반포4차아파트 재건축정비사업조합,37.5100774617,127.0061800475,재건축,서울특별시 서초구 잠원동 70
신반포12차아파트 주택재건축정비사업,,,재건축,서울특별시 서초구 잠원로 14길 41
반포현대아파트주택재건축정비사업,37.5031750196,127.0161139615,재건축,서울특별시 서초구 반포동   30-15
신반포19차아파트주택재건축정비사업,37.5138960402,127.0097174435,재건축,서울특별시 서초구 잠원동 61-2
신반포25차아파트 일대 주택재건축정비사업조합설립추진위원회(예정),37.5153023542,127.0093815680,재건축,서울특별시 서초구 잠원동 61-1
신반포20차아파트 주택재건축정비사업,37.5102235230,127.0110146215,재건축,서울특별시 서초구 잠원동 60-78
신성빌라 주택재건축정비사업 조합설립 추진위원회,37.4747833289,126.9928323015,재건축,서울특별시 서초구 방배동 593-98
서초 신동아아파트 주택재건축정비사업,37.4916286631,127.0242282168,재건축,서울특별시 서초구 서초동 1334
서초진흥아파트 주택재건축정비구역(아파트지구),37.4978709014,127.0220701699,재건축,서울특별시 서초구 서초동 1315
신반포3차 경남아파트 주택재건축 정비사업,,,재건축,서울특별시 서초구 반포동 1-1
신반포15차아파트 주택재건축정비사업,,,재건축,서울특별시 서초구 반포동 12
신반포2차아파트 주택재건축정비구역(아파트지구),37.5116583511,127.0044694313,재건축,서울특별시 서초구 잠원동 73
서초우성1차아파트 주택재건축정비구역(서초아파트지구 3주구),,,재건축,서울특별시 서초구 서초2동 1336 
서초우성3차 주택재건축정비구역(아파트지구),,,재건축,서울특별시 서초구 서초동 1332-1
방배신삼호아파트,37.4976251790,126.9886229789,재건축,서울특별시 서초구 방배동 725
반포우성아파트 재건축정비사업,37.5072326764,127.0030337257,재건축,서울특별시 서초구 잠원동   74-1
방배삼익아파트주택재건축,37.4791152369,127.0008862627,재건축,서울특별시 서초구 방배동 1018-1
삼호가든맨션3차아파트 주택재건축정비사업구역,,,재건축,서울특별시 서초구 반포1동 32-8
삼호가든4차아파트 주택재건축정비사업,,,재건축,서울특별시 서초구 반포동 30-20
우성2차아파트 주택재건축정비구역(서초아파트지구),,,재건축,서울특별시 서초구 서초동 1331
반포주공1단지(124주구) 주택재건축정비사업,37.5052815187,126.9890691181,재건축,서울특별시 서초구 반포동 810
반포경남아파트구역,,,재건축,서울특별시 서초구 반포2동 1-8
방배동 528-3번지 일대,37.4799737228,126.9861650301,재건축,서울특별시 서초구 방배동 528-3
방배6구역주택재건축정비사업조합,,,재건축,서울특별시 서초구 방배4동 818-14 
잠원대림아파트 재건축정비구역,,,재건축,서울특별시 서초구 잠원동 57
방배5구역 주택재건축 정비사업,,,재건축,서울특별시 서초구 방배2동 946-8
신반포5차아파트 주택재건축 정비사업조합,,,재건축,서울특별시 서초구 잠원동 64-8
신반포6차아파트 주택재건축정비구역(아파트지구),,,재건축,서울특별시 서초구 잠원동74-23 
서초삼호1차아파트 주택재건축,,,재건축,서울특별시 서초구 서초동 1311
방배3구역 주택재건축정비사업구역,,,재건축,서울특별시 서초구 방배동 992-1
반포한양아파트 주택재건축 정비사업,,,재건축,서울특별시 서초구 잠원동 66
서초한양아파트 주택재건축정비사업,,,재건축,서울특별시 서초구 반포동 32-5
신반포1차재건축주택조합,,,재건축,서울특별시 서초구 반포동 2-1
방배7구역 주택재건축정비사업,37.4875248659,126.9973836544,재건축,서울특별시 서초구 방배동 891-3
반포아파트(제3주구) 주택재건축정비사업,,,재건축,서울특별시 서초구 반포본동 1109
서초무지개아파트 재건축정비사업,,,재건축,서울특별시 서초구 서초2동 1335
,37.4896779869,127.0208987996,가로주택정비,서울특별시 서초구 서초동   1611-1
,37.4819871453,127.0404061507,가로주택정비,서울특별시 서초구 양재동 18-12
,37.4894851106,127.0050307649,가로주택정비,서울특별시 서초구 서초동 1505-3
압구정아파트지구 특별계획구역① 재건축사업,37.5255813601,127.0201611467,재건축,서울특별시 강남구 압구정동 414
개포택지 개발지구 주공4단지 정비구역,,,재건축,서울특별시 강남구 개포동 189
개포주공6.7단지아파트 재건축정비구역,37.4891406792,127.0708714805,재건축,서울특별시 강남구 개포동 185
개포시영아파트중심상가재건축정비사업,37.4787244449,127.0552383347,재건축,서울특별시 강남구 개포동 656-3
대치동 구마을 제3지구,37.5031391064,127.0600909867,재건축,서울특별시 강남구 대치동 964
,37.4832803381,127.0543931402,재건축,서울특별시 강남구 개포동 653
압구정아파트지구 특별계획구역5  재건축정비사업,,,재건축,서울특별시 강남구 압구정동 490-0
도곡삼호아파트 주택재건축정비사업,37.4937189694,127.0465786171,재건축,서울특별시 강남구 도곡동 540
압구정아파트지구 특별계획구역③ 재건축정비사업,37.5336032834,127.0283258157,재건축,서울특별시 강남구 압구정동 369-1
대성연립주택재건축정비사업조합,37.5085647564,127.0325873298,재건축,서울특별시 강남구 논현동 191-4
대치우성1차아파트 주택재건축정비사업,,,재건축,서울특별시 강남구 대치동 63-0
일원개포한신아파트 재건축사업,37.4915621995,127.0796815522,재건축,서울특별시 강남구 일원동 615-1
개포주공5단지아파트 주택재건축정비사업,37.4889083810,127.0692310259,재건축,서울특별시 강남구 개포동 187
압구정지구 특별계획구역4 주택재건축정비사업,,,재건축,서울특별시 강남구 압구정동 481-0
일원대우아파트주택재건축정비사업조합,37.4898522572,127.0783503213,재건축,서울특별시 강남구 일원동 690-1
도곡동개포5차우성아파트재건축정비구역,37.4862684934,127.0475943249,재건축,서울특별시 강남구 도곡동 463-1
역삼동(758 은하수 760) 주택재건축정비사업,37.4974470278,127.0480217582,재건축,서울특별시 강남구 역삼동 758
,37.5203859293,127.0325795744,재건축,서울특별시 강남구 논현동 62-3
대치쌍용1차아파트 주택재건축사업,37.4988556676,127.0713670519,재건축,서울특별시 강남구 대치동 66
쌍용아파트2차 주택재건축정비사업,37.4999239843,127.0706276718,재건축,서울특별시 강남구 대치동 65
대치제2지구주택재건축정비사업조합,,,재건축,서울특별시 강남구 삼성로72길 49
상아2차아파트 재건축정비구역,37.5174977100,127.0500013521,재건축,서울특별시 강남구 삼성동 19-4
압구정한양7차 주택재건축정비사업,37.5295843048,127.0438605720,재건축,서울특별시 강남구 압구정동 528
홍실아파트 주택재건축,37.5204491755,127.0599597323,재건축,서울특별시 강남구 삼성동 79
개포시영(아)주택재건축정비사업,37.4787244449,127.0552383347,재건축,서울특별시 강남구 개포동 656
은마아파트 주택재건축정비사업 조합설립추진위원회,,,재건축,서울특별시 강남구 대치2동 316
개나리4차아파트주택재건축,,,재건축,서울특별시 강남구 언주로 406
개나리6차(아) 주택재건축정비사업조합,37.5013327562,127.0437177177,재건축,서울특별시 강남구 역삼동 711
청담삼익아파트주택재건축정비사업구역,37.5228266499,127.0592483878,재건축,서울특별시 강남구 청담동 134-15
대치3동 제1지구 재건축정비사업조합,37.5024410089,127.0602645909,재건축,서울특별시 강남구 대치동 963
개포1동 주공아파트 주택재건축 정비사업조합,,,재건축,서울특별시 강남구 개포1동 660
개포럭키아파트 주택재건축정비사업,37.4863010539,127.0461455930,재건축,서울특별시 강남구 도곡동 462
도곡개포한신아파트 주택재건축 정비사업 조합설립 추진위원회,37.4876033476,127.0497550525,재건축,서울특별시 강남구 도곡동 464
도곡삼익아파트 재건축정비구역,37.4912791695,127.0421605615,재건축,서울특별시 강남구 도곡동 869
개포주공3단지주택재건축정비사업,,,재건축,서울특별시 강남구 개포2동 138
압구정아파트지구 특별계획구역② 재건축사업,,,재건축,서울특별시 강남구 압구정동 434-0
가락미륭아파트 재건축정비사업,,,재건축,서울특별시 송파구 가락동 138-0
가락시영아파트 주택재건축 정비구역,,,재건축,서울특별시 송파구 가락동 479-0
삼환가락아파트 주택재건축정비사업조합,,,재건축,서울특별시 송파구 가락동 176-0
,37.5081717528,127.1250574766,재건축,서울특별시 송파구 방이동 217
한양3차아파트 재건축정비사업,,,재건축,서울특별시 송파구 방이동 225-0
가락삼익맨숀 주택재건축정비사업,,,재건축,서울특별시 송파구 송파동 166-0
장미123차아파트 주택재건축정비사업,,,재건축,서울특별시 송파구 신천동 7 11
가락프라자아파트 주택재건축 정비구역,,,재건축,서울특별시 송파구 동남로18길 44(가락동 199)
가락극동아파트 재건축사업,,,재건축,서울특별시 송파구 가락동 192-0
가락1차현대아파트 주택재건축사업,,,재건축,서울특별시 송파구 동남로 160 (문정동 3)
가락상아(1차)아파트 주택재건축 정비사업,,,재건축,서울특별시 송파구 오금동 166-0
잠실우성4차아파트,,,재건축,서울특별시 송파구 잠실본동 320
송파한양2차아파트 주택재건축정비사업조합설립추진위원회,,,재건축,서울특별시 송파구 가락로192(송파동)
문정동 136일대 재건축 정비구역,37.4893963702,127.1332575852,재건축,서울특별시 송파구 문정동 136
송파구 송파동 반도아파트 주택재건축 정비사업,,,재건축,서울특별시 송파구 송파동 167
잠실주공5단지주택재건축정비사업,37.5131381759,127.0930486800,재건축,서울특별시 송파구 잠실동 27
송파동 100번지 주택재건축 정비사업,37.5035295711,127.1156186381,재건축,서울특별시 송파구 송파동 100
오금동 143,37.5005138060,127.1386511653,재건축,서울특별시 송파구 오금동 143
잠실미성크로바아파트주택재건축정비사업조합,37.5186032884,127.1063036913,재건축,서울특별시 송파구 신천동 17-6
잠실진주APT 재건축정비사업,37.5187358661,127.1102889077,재건축,서울특별시 송파구 신천동 20-4
풍납우성아파트주택재건축정비사업,,,재건축,서울특별시 송파구 풍납2동 388-7389
우성아파트 주택재건축정비사업구역,37.5083255540,127.0720278743,재건축,서울특별시 송파구 잠실동 101-1
이화연립 주택재건축정비사업조합,,,재건축,서울특별시 송파구 풍납동 146
송파미성아파트재건축정비사업,37.5059294983,127.1198568602,재건축,서울특별시 송파구 송파동 161
마천1재정비촉진구역 주택재개발정비사업,37.4981337098,127.1536537104,재개발(주택정비형),서울특별시 송파구 마천동 194-1
마천4 재정비촉진구역 주택재개발정비사업조합설립(변경)인가서,,,재개발(주택정비형),서울특별시 송파구 마천동 323 
거여2재정재정비촉진구역1지구 주택재개발 정비사업조합,,,재개발(주택정비형),서울특별시 송파구 거여동 181
거여2-2지구,,,재개발(주택정비형),서울특별시 송파구 거여동 234-0
마천3구역 존치정비구역,,,재개발(주택정비형),서울특별시 송파구 마천동 283
삼익맨숀아파트 재건축사업,,,재건축,서울특별시 강동구 명일동 270-0
길동진흥아파트주택재건축정비구역,37.5344998328,127.1453025227,재건축,서울특별시 강동구 둔촌동 630
삼익그린2차아파트 주택재건축정비사업구역,37.5538092997,127.1470609921,재건축,서울특별시 강동구 명일동 15
천호우성아파트 주택재건축정비사업,37.5501136573,127.1390467269,재건축,서울특별시 강동구 천호동 19-1
고덕2단지아파트 주택재건축정비구역,37.5600131037,127.1637037635,재건축,서울특별시 강동구 고덕동 217
상일동 고덕4단지(아) 주택재건축정비사업,,,재건축,서울특별시 강동구 상일동 134
고덕주공5단지아파트 주택재건축 정비구역,37.5509309412,127.1655960701,재건축,서울특별시 강동구 상일동 131
고덕주공6단지 주택재건축 정비구역,37.5533182082,127.1687882197,재건축,서울특별시 강동구 상일동   124
고덕시영아파트주택재건축정비사업구역,,,재건축,서울특별시 강동구 고덕동 670
둔촌동현대연립주？재건축정비사업조합,37.5291451745,127.1382578324,재건축,서울특별시 강동구 둔촌동 513-16
길동신동아12차아파트주택재건축정비사업,37.5403372132,127.1485739396,재건축,서울특별시 강동구 길동 160
길동신동아3차아파트 주택재건축정비구역,37.5409093249,127.1479461800,재건축,서울특별시 강동구 길동 43
삼익그린맨션아파트 주택재건축정비사업조합,,,재건축,서울특별시 강동구 명일동 309-1
천호동 풍전연립 주택재건축 정비사업조합,37.5476092953,127.1408275358,재건축,서울특별시 강동구 천호동 28-32
,37.5339449792,127.1300948737,재건축,서울특별시 강동구 성내동 209
고덕3단지아파트주택재건축정비사업,37.5566829127,127.1695272594,재건축,서울특별시 강동구 상일동 121
상일동 고덕7단지(아) 주택재건축정비사업,,,재건축,서울특별시 강동구 상일동 187-0
둔촌동 삼익빌라 주택재건축정비사업,,,재건축,서울특별시 강동구 둔촌동 85-2
둔촌주공아파트 주택재건축사업 정비구역,,,재건축,서울특별시 강동구 둔촌1동 170-1
[천호재정비촉진지구]천호3 주택재건축정비사업,37.5426889492,127.1266614714,재건축,서울특별시 강동구 천호동 423-76
성내미주아파트 주택재건축 정비사업,,,재건축,서울특별시 강동구 성내동 547-1
천호2구역 주택재건축정비사업,,,재건축,서울특별시 강동구 천호동 437-5
,37.5310458414,127.1337941501,재건축,서울특별시 강동구 성내동 405-9
삼익파크아파트 재건축사업,37.5447065746,127.1463633750,재건축,서울특별시 강동구 길동 54
천호4촉진구역,37.5391163428,127.1282973273,재개발(도시정비형),서울특별시 강동구 천호동 410-100
천호1구역 도시환경정비사업,37.5414384170,127.1269581146,재개발(도시정비형),서울특별시 강동구 천호동   423-200
,37.5455896732,127.1392612458,가로주택정비,서울특별시 강동구 천호동 39-4
벽산빌라 가로주택정비사업,,,가로주택정비,서울특별시 강동구 상일동 152-0
(가칭)황학동310번지일대 지역주택조합,,,지역주택,서울특별시 중구 황학동 310-0
(가칭)황학동1010일대 지역주택조합,,,지역주택,서울특별시 중구 황학동 1010-0
황학동 청계 지역주택조합,,,지역주택,서울특별시 중구 황학동 2085-0
원효로풍전아파트소규모재건축정비사업조합,37.5326481142,126.9543551305,소규모재건축,서울특별시 용산구 원효로4가 109-4
(가칭)전농지역주택조합,37.5788464505,127.0576805429,지역주택,서울특별시 동대문구 전농동 60-22
,,,지역주택,서울특별시 중랑구 면목동 192
(가칭)용마산역세권지역주택조합,37.5746505607,127.0870174415,지역주택,서울특별시 중랑구 면목동 371-134
,37.6081268219,126.9986869432,소규모재건축,서울특별시 성북구 정릉동 895
동신아파트소규모재건축정비사업,37.6061658165,127.0360454857,소규모재건축,서울특별시 성북구 하월곡동 70-4
(가칭)정릉역지역주택조합,37.6030135546,127.0110455011,지역주택,서울특별시 성북구 정릉동 452-3
대신빌라소규모재건축사업,,,소규모재건축,서울특별시 도봉구 창동 466-0
대명아파트 소규모재건축정비구역,37.6204418425,127.0814073089,소규모재건축,서울특별시 노원구 공릉동 270-71
서강빌라 소규모재건축사업,37.5832514351,126.9492435971,소규모재건축,서울특별시 서대문구 홍제동 90-6
(가칭)등촌지역주택조합,,,지역주택,서울특별시 강서구 등촌동 365-0
지역주택조합,37.5317327755,126.8407936188,지역주택,서울특별시 강서구 화곡동 424-63
,37.5517468791,126.8533432211,지역주택,서울특별시 강서구 화곡동 1133-7
,,,지역주택,서울특별시 강서구 공항동 14
,,,지역주택,서울특별시 강서구 공항동 61-42
,,,지역주택,서울특별시 강서구 공항동 21
월드빌라소규모재건축정비사업,37.4964368619,126.8242551635,소규모재건축,서울특별시 구로구 궁동 236-1
길훈아파트 소규모재건축정비사업,37.4903358086,126.8438318730,소규모재건축,서울특별시 구로구 오류동 150-42
동양연립(궁동) 소규모재건축사업,37.4959109870,126.8308263106,소규모재건축,서울특별시 구로구 궁동 171-1
미래빌라소규모재건축정비사업,37.4930969255,126.8415854618,소규모재건축,서울특별시 구로구 오류동 68-21
석수빌라 소규모 재건축 정비사업(시흥대로36길 61 석수빌라),,,소규모재건축,서울특별시 금천구 시흥동 1004-0
대도연립 소규모재건축사업조합,,,소규모재건축,서울특별시 금천구 시흥대로 73
금천구테스트구역지역주택,,,지역주택,서울특별시 금천구 가산동 1-6
,,,리모델링,서울특별시 금천구 가산동 1-7
당산현대2차아파트 소규모재건축정비사업조합,,,소규모재건축,서울특별시 영등포구 당산동4가 92-0
(가칭)사당2동 지역주택조합 추진위원회,37.4918655930,126.9793853196,지역주택,서울특별시 동작구 사당동 68-8
(가칭)이수지역주택조합 추진위원회,37.4845552751,126.9789302012,지역주택,서울특별시 동작구 사당동 150-10
,37.4864983532,126.9772751129,지역주택,서울특별시 동작구 사당동 161-55
상도스타리움 지역주택조합,37.5031698303,126.9393259545,지역주택,서울특별시 동작구 상도동   182-13
(가칭)상도메트로타운 지역주택조합 추진위원회,37.5012854851,126.9483268847,지역주택,서울특별시 동작구 상도동 159-52
(가칭)장승배기역 지역주택조합 추진위원회,37.5053614152,126.9372692284,지역주택,서울특별시 동작구 상도동 363-117
,37.4877626045,126.9593181241,지역주택,서울특별시 관악구 봉천동 14-120
(가칭)신림지역주택조합 추진위원회,37.4795481065,126.9141984470,지역주택,서울특별시 관악구 신림동 1480-1
,37.4815742938,127.0076988333,지역주택,서울특별시 서초구 서초동 1478-12
,37.5173027060,127.0110744821,리모델링,서울특별시 서초구 잠원동 54
,37.4991655524,127.0102513469,리모델링,서울특별시 서초구 반포동 46
가락현대5차아파트 소규모재건축정비사업구역,37.4991254877,127.1313619850,소규모재건축,서울특별시 송파구 가락동 161-3
,37.5043445029,127.1071428883,지역주택,서울특별시 송파구 석촌동 287
지역주택조합,,,지역주택,서울특별시 송파구 거여동 6-0
,37.4953898048,127.1414477231,지역주택,서울특별시 송파구 거여동 17-9
,37.5035295711,127.1156186381,지역주택,서울특별시 송파구 송파동 100
,37.4987865607,127.1230491047,지역주택,서울특별시 송파구 가락동 39
,37.5000271117,127.1242956914,지역주택,서울특별시 송파구 가락동 32
